Words,Labels
"['I', 'love', 'to', 'do', 'that', 'when', 'im', 'jungle', 'and', 'waiting', 'for', 'camps', 'to', 'respawn', 'Lil', 'Sly-', 'Turn', 'Up', 'Green', '#', 'NextToBlow', 'Am', 'I', 'the', 'only', 'thinking', 'there', 'for', 'looks', 'do', 'good', 'and', 'wondering', 'where', 'it', ""'"", 's', 'from', 'lol', 'good', 'video', 'Dude', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'B-creative-work', 'I-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['do', 'n', ""'"", 't', 'listen', 'to', 'the', 'haters', 'Anytime', 'you', 'build', 'a', 'pc', 'with', 'only', 'one', 'gpu', ',', 'go', 'mini', 'itx', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'O']"
"['Fake', 'channel', '!']","['O', 'O', 'O']"
"['OMG', ',', 'I', 'ca', 'n', ""'"", 't', 'believe', 'it', 'ahahahha', 'I', 'bet', 'she', 'was', 'thinking', '""', 'Yes', ',', 'okok', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['.'],['O']
['.'],['O']
"['kinda', 'cocky', 'tbh', '""', 'lol', 'gonna', 'make', 'damn', 'sure', 'they', 'keep', 'making', 'billions', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['.'],['O']
['.'],['O']
"['cuz', 'If', 'you', 'keep', 'Vin', ',', 'Dwayne', ',', 'Ty', ',', 'Luda', ',', 'Jason', '&', 'Michelle', '.']","['O', 'O', 'O', 'O', 'B-person', 'O', 'B-person', 'O', 'B-person', 'O', 'B-person', 'O', 'B-person', 'O', 'B-person', 'O']"
['.'],['O']
['.'],['O']
"['I', 'will', 'keep', 'watching', '!']","['O', 'O', 'O', 'O', 'O']"
"['Where', ""'"", 's', 'the', 'Jetta', 'and', '350', 'z', '.']","['O', 'O', 'O', 'O', 'B-product', 'O', 'B-product', 'I-product', 'O']"
"['_', '.']","['O', 'O']"
"['we', 'do', 'n', ""'"", 't', 'have', 'it', 'in', 'french', 'disney', 'parks', ':', '(', 'Mo', ""'"", 'at', 'is', 'really', 'beautiful', 'like', 'in', 'the', 'movie', ',', 'she', 'inspires', 'me', 'for', 'a', 'next', 'cosplay-dance', 'dress', 'with', 'led', 'wings', 'its', 'so', 'painful', 'to', 'watch', 'the', 'way', 'Suzanne', 'and', 'Wendy', 'interact', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-person', 'O', 'O']"
['.'],['O']
['.'],['O']
['.'],['O']
"['south', 'movies', 'are', 'on', 'the', 'way', 'to', 'become', 'best', 'than', 'Bollywood', 'due', 'to', 'their', 'scripts', 'and', 'action', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['""', 'Hey', 'guys', ',', 'this', 'is', 'unbox', 'advertisement', 'therapy', ',', 'today', 'will', 'take', 'a', 'look', 'at', 'an', 'acer', 'that', 'is', 'basically', 'a', 'lenovo', 'yoga', 'laptop', '""', '-', 'wow', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'B-corporation', 'B-product', 'I-product', 'O', 'O', 'O', 'O']"
"['Good', 'luck', 'to', 'you', 'and', 'Davis', 'with', 'everything', '!']","['O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O']"
"['So', 'exciting', 'and', 'I', 'totally', 'wish', 'I', 'could', 'attend', 'your', 'yard', 'sale', 'I', 'can', 'only', 'imagine', 'all', 'the', 'great', 'things', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['One', 'word', ',', 'Powerful', 'Iphone', '7', 'comes', 'with', 'a', 'dongle', '.']","['O', 'O', 'O', 'O', 'B-product', 'I-product', 'O', 'O', 'O', 'O', 'O']"
"['#', 'BRINGKEPTOBACK', 'Please', 'add', 'feature', 'of', 'offline', 'download', 'in', 'ozee', 'lol', 'hhay', 'sometimes', 'Beauty', ""'"", 's', 'mother', 'reminds', 'me', 'of', 'Amos', 'from', 'uZalo', 'I', 'loved', 'the', 'GPK', ':', 'Movie', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-creative-work', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'I-creative-work', 'O']"
['!'],['O']
['!'],['O']
"['Come', 'to', 'Ireland', 'again', 'pleeeeease', '!']","['O', 'O', 'B-location', 'O', 'O', 'O']"
"['Jay', '&', 'Trish', 'are', 'craving', 'some', 'tra', 'la', 'traaah', 'ah', 'la', '<', '3', 'Super', 'bock', 'beer', '!']","['B-person', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'I-product', 'O']"
['!'],['O']
"['Great', 'taste', '😊', 'I', 'know', 'I', ""'"", 'm', 'late', ',', 'but', 'one', 'of', 'his', 'favorite', 'channels', 'is', 'ThreadBanger', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'O']"
['!'],['O']
"['Ive', 'been', 'waiting', 'for', 'this', 'yeah', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
['.'],['O']
"['Great', 'video', 'it', 'protect', 'us', 'from', 'dangerous', 'slide', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['s', '.']","['O', 'O']"
['.'],['O']
"['Great', 'video', '!']","['O', 'O', 'O']"
"['Good', 'comparisons', 'between', 'the', 'ipad', 'and', 'the', 'Ipad', 'pro', '!']","['O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'B-product', 'I-product', 'O']"
"['That', 'bands', 'right', 'up', 'there', 'with', 'Weird', 'Al', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O']"
"['Wow', 'smart', 'man', 'it', 's', 'mine', '1020', 'ky', 'SUCH', 'HYPE', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['!'],['O']
"['SO', 'WOW', '!']","['O', 'O', 'O']"
['!'],['O']
"['elsewhere', 'the', 'BEST', '!']","['O', 'O', 'O', 'O']"
"['I', 'pronounce', 'it', 'Nye-on', 'cat', 'I', 'was', 'like', 'domo', 'better', 'stop', 'dancing', 'before', 'crissy', 'wakes', 'up', '😂', '😂', 'Nice', 'vid', 'captain', 'obvious', 'play', 'with', 'that', 'Pussy', 'Like', 'peek', 'a', 'Boo', '🔊', '🎧', '🎵', 'Faze', 'censor', 'your', 'dad', 'is', 'smart', 'is', 'it', 'like', 'a', 'game', 'now', 'or', 'something', 'to', 'hit', 'the', 'dislike', 'button', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Kinda', 'childish', '.']","['O', 'O', 'O']"
['.'],['O']
['.'],['O']
['.'],['O']
"['I', 'love', 'the', 'video', ',', 'Lena', '!']","['O', 'O', 'O', 'O', 'O', 'B-person', 'O']"
"['Much', 'better', 'than', 'the', 'music', 'sorry', 'heaven', 'hello', 'from', 'abq', 'new', 'mexico', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'O']"
"['Does', 'anyone', 'know', 'what', 'vlogging', 'camera', 'they', 'use', 'Jailbreak', 'that', 'waifu', 'box', 'and', 'get', 'the', 'hentai', 'going', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Is', 'n', ""'"", 't', 'Indi', 'Go', 'Go', 'the', 'name', 'of', 'that', 'Majora', ""'"", 's', 'Mask', 'Zora', 'band', '?']","['O', 'O', 'O', 'O', 'B-group', 'I-group', 'I-group', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'I-creative-work', 'I-creative-work', 'O', 'O', 'O']"
"['The', 'Trump', 'Tower', '.']","['O', 'B-location', 'I-location', 'O']"
"['Coming', 'August', 'Boi', 'Ching', 'Lang', 'is', 'providing', 'cancer', 'that', 'cute', 'cellist', 'was', 'happy', 'to', 'play', 'with', 'alt', '-', 'j', '<', '3', '.']","['O', 'O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['<', '3', 'KEKEKEKEKEKEKEKKEKE', 'Cool', 'Ass', 'Sharing', ',', 'Justice', 'and', 'Peace', 'for', 'All', '-', 'Save', 'Our', 'Planet', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O']"
"['To', 'help', 'mason', 'squeeze', 'he', ""'"", 's', 'glove', 'he', 'should', 'use', 'a', 'batting', 'glove', '.']","['O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['It', 'helps', 'me', 'TANNER', 'FOXX', 'Bill', 'is', 'from', 'the', 'labyrinth', 'review', 'Why', 'are', 'you', 'bringing', 'this', 'up', 'now', 'NBC', ',', 'what', 'are', 'you', 'planning', '?']","['O', 'O', 'O', 'B-person', 'I-person', 'B-person', 'O', 'O', 'O', 'B-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Literally', 'she', 'was', 'just', 'talking', 'about', 'trump', 'not', 'grabbing', 'her', 'puss', 'and', 'now', 'she', ""'"", 's', 'talking', 'about', 'getting', 'eaten', 'out', 'WTF', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['!'],['O']
['?'],['O']
['?'],['O']
['!'],['O']
['!'],['O']
"['IM', 'HAVING', 'A', 'HEART', 'ATTACK', 'how', 'dare', 'he', 'slapped', 'her', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['!'],['O']
"['he', 'should', 'be', 'hang', 'like', 'back', 'in', 'the', 'days', 'and', 'the', '2', 'nice', 'ladies', 'should', 'be', 'elected', 'president', 'of', 'the', 'United', 'States', 'Jjbjnbj', 'nTv', 'I', 'love', 'your', 'Tesla', 'videos', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O']"
"['and', 'the', 'value', 'just', 'got', 'higher', 'yesterday', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['is', 'it', 'possible', 'because', 'of', 'a', 'successfull', 'SpaceX', 'launch', 'or', 'why', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O']"
"['This', 'channel', 'is', 'amazing', '.']","['O', 'O', 'O', 'O', 'O']"
"['Have', 'you', 'thoughts', 'about', 'doing', 'Fargo', '(', 'the', 'Coen', 'brothers', ""'"", 'movie', ')', 'next', '?']","['O', 'O', 'O', 'O', 'O', 'B-creative-work', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O']"
"['Would', 'love', 'to', 'see', 'you', 'dissect', 'their', 'screenwriting', ',', 'and', 'it', ""'"", 's', 'one', 'of', 'their', 'best', 'examples', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['You', 'forgot', 'Aces', 'Haki', 'but', 'battle', 'was', 'bad', 'and', 'screwattack', 'has', 'not', 'done', 'a', 'good', 'fight', 'ever', 'since', 'they', 'always', 'do', 'piss', 'research', '.']","['O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['You', 'know', 'unless', 'Brett', 'pulls', 'a', 'dick', 'move', 'to', 'get', 'a', 'promotion', 'he', 'might', 'be', 'on', 'his', 'way', 'to', 'being', 'decent', 'Those', '(', 'more', 'than', ')', '20', 'k', 'steps', 'a', 'day', 'were', 'totally', 'worth', 'it', '!']","['O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['As', 'always', 'an', 'amazing', 'video', '!']","['O', 'O', 'O', 'O', 'O', 'O']"
"['♥', 'What', 'a', 'great', 'idea', '!']","['O', 'O', 'O', 'O', 'O', 'O']"
"[':', '3', 'And', 'everything', 'is', 'sooo', 'beautiful', ':', 'D', 'I', 'peed', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['HHAHAHAHA', 'Like', 'something', 'out', 'of', 'a', 'GTA', 'IV', 'cutscene', '😁', 'My', 'name', 'is', 'krithika', 'and', 'I', 'love', 'you', 'Karina', 'and', 'Karina', 's', 'cake', 'Billdo', 'is', 'such', 'a', 'sell', 'out', 'im', 'so', 'disappointed', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-person', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Bill', 'for', 'fucks', 'sake', 'man', 'you', 'are', 'only', 'honest', 'about', 'islam', '.']","['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'ca', 'n', ""'"", 't', 'believe', 'all', 'of', 'the', 'detail', 'that', 'went', 'into', 'this', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['!'],['O']
['!'],['O']
"['If', 'this', 'is', 'anything', 'like', 'what', 'Star', 'Wars', 'Land', 'is', 'going', 'to', 'be', ',', 'I', 'ca', 'n', ""'"", 't', 'wait', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['!'],['O']
['!'],['O']
"['I', 'wish', 'I', 'grew', 'up', 'in', 'Finland', 'That', 'freaking', 'place', 'is', 'scary', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'got', 'my', 'serpintine', 'belt', 'cut', 'off', 'in', 'Compton', '.']","['O', 'O', 'O', 'B-product', 'I-product', 'O', 'O', 'O', 'B-location', 'O']"
"['But', 'they', 'struck', 'out', '.']","['O', 'O', 'O', 'O', 'O']"
"['I', 'carry', 'a', 'spare', ',', 'and', 'was', 'out', 'of', 'there', 'in', '15', 'minutes', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Never', 'to', 'return', '.']","['O', 'O', 'O', 'O']"
"['It', 'is', 'a', 'cesspool', '.']","['O', 'O', 'O', 'O', 'O']"
"['Stop', 'vlogging', 'and', 'driving', 'asshole', 'The', 'language', 'is', 'in', 'Arabic', 'in', 'my', 'TV', 'its', 'a', 'glitch', 'the', 'rc', 'var', 'thing', 'Third', 'times', 'a', 'charm', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O']"
"['WHY', 'IS', 'HE', 'SO', 'HOT', '?']","['O', 'O', 'O', 'O', 'O', 'O']"
['!'],['O']
"['what', 'will', 'happen', 'if', 'your', 'head', 'once', 'opened', 'and', 'once', 'your', 'brain', 'touch', '(', 'Brain', 'surgery', ')', 'that', ""'"", 's', 'da', 'girl', 'from', 'Orange', 'is', 'the', 'new', 'black', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'I-creative-work', 'I-creative-work', 'I-creative-work', 'O']"
"['fuck', 'yeah', 'cant', 'wait', 'for', 'june', '9', 'th', 'I', 'love', 'this', 'song', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Check', 'out', 'the', 'video', 'Abbey', 'and', 'I', 'posted', '!']","['O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O']"
['!'],['O']
"['""', 'Oh', ',', 'I', 'remember', 'things', 'now', '""', '=', 'They', 'finally', 'held', 'up', 'the', 'cue', 'card', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Come', 'on', ',', 'girl', '.']","['O', 'O', 'O', 'O', 'O']"
"['I', 'only', 'pressed', 'this', 'because', 'i', 'saw', 'Idris', 'Elba', 'Wow', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O']"
"['that', ""'"", 's', 'a', 'great', 'phone', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['i', 'love', 'the', 'video', '.']","['O', 'O', 'O', 'O', 'O']"
"['its', 'so', 'detail', '.']","['O', 'O', 'O', 'O']"
"['because', 'you', 'always', 'mention', 'every', 'single', 'specification', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Hi', 'everyone', 'I', 'just', 'started', 'a', 'Battlefield', 'Channel', 'anyone', 'got', 'any', 'suggestions', 'for', 'a', 'Battlefield', '1', 'video', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'O', 'O']"
"['who', 'ever', 'replies', 'gets', 'a', 'shoutout', 'on', 'the', 'video', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['(', 'Dont', 'take', 'this', 'a', 'advertisment', 'only', 'need', 'ideas', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[')', 'sterling', 'you', 'gone', 'too', 'far', 'enuh', 'ute', '😂', '😂', '😂', 'YAY', '2', 'M', 'SUBS', 'Murphy', ""'"", 's', 'law', ':', 'Everything', 'that', 'could', 'go', 'wrong', 'will', 'go', 'wrong', 'Luv', 'the', 'vids', 'I', 'think', 'the', 'original', 'sounds', 'better', '#', 'GazaGenahsyde', 'Awesome', 'video', '.']","['O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'girls', 'are', 'super', 'mega', 'cute', '<', '3', 'Primer', 'hokage', ':', 'v', 'throwing', 'a', 'donnunt', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['.'],['O']
['.'],['O']
"['talking', 'about', 'NK', '""', 'Dodge', 'Cuda', '""', '.']","['O', 'O', 'O', 'O', 'B-product', 'I-product', 'O', 'O']"
['.'],['O']
['.'],['O']
['?'],['O']
"['This', 'is', 'best', 'song', 'of', '2017', 'Girl', 'is', 'very', 'beautiful', 'boy', 'is', 'very', 'handsome', 'Niskanen', 'should', 'have', 'said', '""', 'I', '’', 've', 'gotten', 'those', 'before', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['They', 'don', '’', 't', 'feel', 'good', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['”', 'The', 'sangoma', 'guy', 'is', 'a', 'neat', 'freak', 'yhoooo', 'I', 'saw', 'you', 'through', 'Bridget', 'but', 'I', 'like', 'you', 'This', 'is', 'Diah', 'Diah', 'has', 'no', 'freinds', 'I', 'like', '=', '1', 'freind', '6', ':', '50', 'No', 'sex', 'tonight', 'Krillin', '.']","['O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O']"
"['Biker', 'looks', 'for', 'plate', 'on', 'back', 'of', 'the', 'Kenworth', 'when', 'Semis', 'are', 'n', ""'"", 't', 'needed', 'to', 'have', 'one', 'on', 'the', 'back', 'lol', 'BOOK', 'not', 'movie', 'hahaha', 'Is', 'it', 'me', 'or', 'does', 'number', '11', 'look', 'like', 'ian', 'connor', '?']","['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O']"
"['HOLIDAY', 'ROOOOOOOOOOAAAAAAAAAAAAAAAAAAAAAAAAADDDDDDDDDDDDDD', 'Awwwww', 'Didga', '❤', '😍', 'so', 'cute', 'baby', '!']","['B-creative-work', 'I-creative-work', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'want', 'to', 'hug', 'her', 'and', 'squish', 'her', 'until', 'she', 'meows', ',', 'she', ""'"", 's', 'irresistible', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['no', 'pine', 'nuts', '?']","['O', 'B-product', 'I-product', 'O']"
"['black', ',', 'green', 'and', 'gold', '.']","['O', 'O', 'O', 'O', 'O', 'O']"
['.'],['O']
['.'],['O']
['.'],['O']
['.'],['O']
"['up', 'up', 'up', 'mi', 'seh', '😉', '😉', '😉', '😉', 'This', 'is', 'just', 'a', 'Subaru', 'and', 'Chrysler', 'advertisement', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'B-product', 'O', 'O']"
"['STOP', 'TRAMPOLINE', 'VS', '!']","['O', 'B-product', 'O', 'O']"
['!'],['O']
"['YOU', 'JusT', 'DESTROY', 'YOUR', 'TRAMP', 'BY', 'DOING', 'THIS', 'OMG', 'your', 'face', 'is', 'so', 'ugry', 'and', 'look', 'like', 'troll', 'face', 'in', 'your', 'start', 'video', 'Ssundee', 'This', 'is', 'like', 'a', '2017', 'version', 'of', 'a', 'Busta', 'Rhymes', 'video', ',', 'especially', 'around', '2', ':', '42', 'Glenda', 'is', 'related', 'to', 'Ayanda', 'dude', 'that', 'looks', 'awesome', '!']","['O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O']"
"['i', 'can', 'play', 'ps', '4', 'anywhere', 'with', 'that', '!']","['O', 'O', 'O', 'B-product', 'I-product', 'O', 'O', 'O', 'O']"
"['great', 'vid', 'man', '!']","['O', 'O', 'O', 'O']"
"['Ur', 'guys', 'are', 'awesome', '!']","['O', 'O', 'O', 'O', 'O']"
"['Was', 'Mortdecai', 'rly', 'so', 'bad', '?']","['O', 'B-creative-work', 'O', 'O', 'O', 'O']"
"['i', 'thougt', 'it', 'was', 'ok', ',', 'seen', 'way', 'more', 'floppy', 'films', 'then', 'Mortdecai', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'O']"
"['Where', ""'"", 's', 'Kishan', '?']","['O', 'O', 'O', 'B-person', 'O']"
"['thanks', 'obama', '!']","['O', 'B-person', 'O']"
"['Nigga', ""'"", 's', 'rings', 'shining', 'brighter', 'than', 'my', 'future', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Girl', 'you', 'need', 'to', 'try', 'It', 'cosmetics', 'superhero', 'eslastic', 'stretch', 'mascara', '.']","['O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'I-product', 'I-product', 'I-product', 'I-product', 'O']"
"['It', ""'"", 's', 'the', 'best', '.']","['O', 'O', 'O', 'O', 'O', 'O']"
"['It', 'has', 'to', 'be', 'true', '.']","['O', 'O', 'O', 'O', 'O', 'O']"
"['You', 'ca', 'n', ""'"", 't', 'make', 'this', '@', '$', '&', '@', 'up', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Fuck', 'Leto', '.']","['O', 'B-person', 'O']"
"['Ledgend', 'lives', 'on', 'Altho', 'i', 'dont', 'like', 'Hitler', 'tbh', 'he', 'saved', 'cod', 'IS', 'THAT', 'IDRIS', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O']"
['!'],['O']
['!'],['O']
"['black', 'british', 'actors', 'pull', 'upp', '!']","['O', 'O', 'O', 'O', 'O', 'O']"
